ID,Age,Education,Marital_Status,Income,AcceptedCmp1,Complain,Response
1688,Middle,Graduation,Together,Very high,No,No,Yes
1689,Young,Graduation,Single,Very high,No,No,No
1690,Old,Graduation,Single,Very high,No,No,No
1691,Young,Graduation,Single,High,No,No,No
1692,Young,Master,Divorced,Very high,No,No,No
1693,Middle,PhD,Married,Medium,No,No,No
1694,Young,2n Cycle,Single,Medium,No,No,No
1695,Old,Graduation,Married,Medium,No,No,No
1696,Middle,Graduation,Divorced,Very high,No,No,No
1697,Middle,2n Cycle,Together,High,No,No,No
1698,Old,PhD,Married,Very high,No,No,No
1699,Old,PhD,Divorced,High,No,No,No
1700,Middle,Master,Widow,Very high,No,No,No
1701,Old,Graduation,Married,Very high,No,No,No
1702,Young,Master,Married,High,No,No,No
1703,Middle,Graduation,Single,Medium,No,No,No
1704,Middle,PhD,Together,Very high,No,No,No
1705,Middle,Basic,Together,Medium,No,No,Yes
1706,Old,PhD,Married,High,No,No,No
1707,Old,Master,Together,Very high,No,No,No
1708,Middle,Graduation,Together,Very high,No,No,No
1709,Middle,Graduation,Married,Very high,No,No,No
1710,Young,PhD,Married,Very high,No,No,No
1711,Old,Graduation,Married,Very high,Yes,No,Yes
1712,Middle,Master,Married,Very high,Yes,No,Yes
1713,Middle,Graduation,Together,High,No,No,No
1714,Young,Graduation,Married,Very high,No,No,No
1715,Middle,Basic,Single,Medium,No,No,No
1716,Old,Graduation,Together,High,No,No,No
1717,Middle,Graduation,Single,Very high,No,No,No
1718,Middle,Graduation,Married,Medium,No,No,No
1719,Middle,Graduation,Together,High,No,No,No
1720,Middle,PhD,Married,Very high,No,No,Yes
1721,Middle,Graduation,Married,Medium,No,Yes,No
1722,Young,PhD,Married,Very high,Yes,No,Yes
1723,Old,Graduation,Single,Very high,Yes,No,Yes
1724,Middle,PhD,Widow,Very high,No,No,No
1725,Middle,PhD,Single,High,No,No,Yes
1726,Old,Master,Single,Medium,No,No,Yes
1727,Old,Graduation,Together,High,No,No,Yes
1728,Old,Basic,Single,Medium,No,No,No
1729,Old,Master,Together,Very high,No,No,No
1730,Old,Graduation,Married,Very high,No,No,No
1731,Old,PhD,Together,High,No,No,No
1732,Old,Graduation,Married,Medium,No,No,No
1733,Middle,Graduation,Divorced,High,No,No,No
1734,Old,Graduation,Together,Very high,No,No,No
1735,Old,2n Cycle,Single,Very high,No,No,No
1736,Middle,Graduation,Divorced,Very high,No,No,No
1737,Old,Graduation,Single,Very high,No,No,No
1738,Old,Graduation,Married,Very high,No,No,No
1739,Middle,Graduation,Married,Very high,Yes,No,No
1740,Old,PhD,Married,High,No,No,No
1741,Middle,Graduation,Together,Very high,No,No,No
1742,Old,Graduation,Together,High,No,No,No
1743,Old,PhD,Single,High,No,No,Yes
1744,Middle,Graduation,Together,Very high,No,No,Yes
1745,Old,PhD,Divorced,Very high,No,No,No
1746,Old,Graduation,Married,Very high,No,No,No
1747,Old,Basic,Together,High,No,No,No
1748,Middle,Master,Married,Very high,No,No,No
1749,Old,Graduation,Divorced,Very high,No,No,No
1750,Old,PhD,Married,Very high,Yes,No,No
1751,Middle,PhD,Together,Very high,No,No,Yes
1752,Middle,Graduation,Married,High,No,No,No
1753,Old,2n Cycle,Single,High,No,No,No
1754,Middle,PhD,Widow,Very high,No,No,Yes
1755,Middle,Graduation,Widow,High,No,No,No
1756,Middle,Basic,Single,Medium,No,No,No
1757,Middle,Graduation,Married,High,No,No,No
1758,Old,Master,Single,High,No,No,Yes
1759,Middle,PhD,Married,High,No,No,No
1760,Old,Graduation,Married,Very high,No,No,No
1761,Middle,2n Cycle,Married,Very high,No,No,No
1762,Middle,2n Cycle,Divorced,Medium,No,No,No
1763,Middle,Graduation,Together,Very high,No,No,No
1764,Young,Graduation,Married,Very high,No,No,No
1765,Old,2n Cycle,Married,Medium,No,No,No
1766,Middle,Graduation,Married,Very high,No,No,No
1767,Middle,PhD,Single,High,No,No,No
1768,Old,Graduation,Together,Very high,No,No,No
1769,Middle,Basic,Married,High,No,No,No
1770,Middle,Master,Married,High,No,No,No
1771,Old,PhD,Divorced,High,No,No,Yes
1772,Young,PhD,Married,Very high,No,No,No
1773,Old,Graduation,Single,Very high,No,No,No
1774,Middle,PhD,Together,Very high,No,No,No
1775,Old,Graduation,Married,High,No,No,No
1776,Young,Graduation,Together,High,No,No,Yes
1777,Middle,Graduation,Single,High,No,No,No
1778,Middle,PhD,Married,High,No,No,No
1779,Middle,PhD,Together,High,No,No,No
1780,Middle,2n Cycle,Married,Very high,No,No,No
1781,Middle,Basic,Single,Medium,No,No,No
1782,Middle,PhD,Single,High,No,No,No
1783,Old,Graduation,Married,Very high,No,No,No
1784,Middle,Graduation,Together,Very high,No,No,No
1785,Middle,Graduation,Together,High,No,No,Yes
1786,Middle,Graduation,Single,High,No,No,No
1787,Middle,Graduation,Married,High,No,No,No
1788,Middle,Graduation,Together,High,No,No,No
1789,Middle,2n Cycle,Together,Very high,No,No,No
1790,Old,Graduation,Together,Very high,No,No,No
1791,Old,Graduation,Together,High,No,No,No
1792,Old,PhD,Single,High,No,No,No
1793,Middle,2n Cycle,Together,Very high,No,No,No
1794,Old,Graduation,Single,High,No,No,No
1795,Old,Graduation,Together,High,No,No,No
1796,Old,Master,Married,High,No,No,No
1797,Middle,Graduation,Single,Very high,No,No,No
1798,Old,Master,Single,High,No,No,No
1799,Middle,Graduation,Together,Very high,Yes,No,No
1800,Middle,2n Cycle,Together,Very high,No,No,No
1801,Middle,Graduation,Together,Very high,No,No,No
1802,Old,Graduation,Together,Very high,No,No,No
1803,Middle,Master,Together,Very high,No,No,No
1804,Old,Graduation,Single,High,No,No,Yes
1805,Old,Graduation,Married,High,No,No,No
1806,Middle,Graduation,Together,Very high,No,No,No
1807,Old,PhD,Single,Medium,No,No,No
1808,Old,Graduation,Single,Medium,No,No,No
1809,Middle,Graduation,Married,Very high,No,No,Yes
1810,Middle,PhD,Single,Very high,No,No,No
1811,Old,Graduation,Together,High,No,No,No
1812,Middle,PhD,Single,High,No,No,No
1813,Young,Master,Married,Very high,Yes,No,No
1814,Old,Graduation,Together,Very high,Yes,No,No
1815,Middle,Graduation,Divorced,Very high,No,No,No
1816,Middle,PhD,Together,Medium,No,No,No
1817,Old,2n Cycle,Together,Very high,No,No,No
1818,Old,Graduation,Single,Very high,No,No,Yes
1819,Old,Graduation,Married,Very high,No,No,No
1820,Old,PhD,Together,High,No,No,No
1821,Middle,Graduation,Together,Very high,Yes,No,No
1822,Middle,Master,Divorced,High,No,No,No
1823,Middle,Master,Single,High,No,No,No
1824,Middle,Graduation,Married,Very high,No,No,No
1825,Middle,2n Cycle,Together,Very high,No,No,No
1826,Old,Graduation,Married,High,No,No,No
1827,Young,PhD,Widow,Very high,No,No,No
1828,Old,Graduation,Together,Very high,No,No,Yes
1829,Middle,Master,Married,Very high,No,No,No
1830,Young,Master,Together,Medium,No,No,Yes
1831,Old,Graduation,Single,High,No,No,No
1832,Old,Graduation,Together,High,No,No,No
1833,Middle,PhD,Married,Very high,No,No,No
1834,Middle,Graduation,Together,High,No,No,No
1835,Middle,Graduation,Married,Very high,No,No,Yes
1836,Middle,Graduation,Together,High,No,No,No
1837,Old,PhD,Married,Very high,No,No,No
1838,Old,Graduation,Married,High,No,No,No
1839,Old,2n Cycle,Married,Very high,No,No,No
1840,Middle,PhD,Divorced,Very high,No,No,Yes
1841,Old,PhD,Together,High,No,No,No
1842,Middle,Master,Widow,Very high,Yes,No,Yes
1843,Old,Master,Divorced,High,No,No,No
1844,Old,Master,Together,Very high,No,No,No
1845,Middle,Master,Together,Very high,No,No,No
1846,Old,PhD,Married,Very high,Yes,No,Yes
1847,Young,PhD,Married,Low,No,No,No
1848,Middle,Graduation,Married,High,No,No,No
1849,Young,PhD,Married,Very high,No,No,No
1850,Young,Graduation,Single,High,No,No,No
1851,Middle,2n Cycle,Single,Very high,No,Yes,Yes
1852,Middle,Graduation,Together,Medium,No,No,No
1853,Old,PhD,Married,Very high,No,No,No
1854,Middle,Graduation,Together,Very high,No,No,Yes
1855,Middle,PhD,Single,Very high,No,No,Yes
1856,Old,Master,Divorced,Very high,Yes,No,No
1857,Middle,Master,Single,Very high,No,No,No
1858,Middle,Master,Together,Medium,No,No,No
1859,Young,PhD,Married,Very high,No,No,No
1860,Middle,Graduation,Together,Very high,No,No,No
1861,Middle,PhD,Married,Very high,No,No,No
1862,Middle,2n Cycle,Divorced,Medium,No,No,No
1863,Middle,Graduation,Single,Very high,No,No,No
1864,Middle,Graduation,Married,Very high,No,No,No
1865,Middle,Graduation,Married,Very high,No,No,Yes
1866,Middle,Graduation,Widow,Very high,No,No,Yes
1867,Middle,Master,Together,High,No,No,No
1868,Middle,Graduation,Single,High,No,No,No
1869,Middle,Master,Together,High,No,No,No
1870,Middle,2n Cycle,Together,Very high,Yes,No,Yes
1871,Old,PhD,Divorced,High,No,No,No
1872,Middle,Graduation,Divorced,Very high,No,No,No
1873,Old,Graduation,Single,High,No,No,No
1874,Old,PhD,Single,Very high,No,No,No
1875,Young,Graduation,Divorced,High,No,No,No
1876,Old,2n Cycle,Single,Medium,No,No,No
1877,Old,Master,Widow,High,No,No,Yes
1878,Old,Graduation,Married,Very high,Yes,No,No
1879,Middle,PhD,Together,Very high,No,No,No
1880,Middle,Graduation,Divorced,Very high,No,No,No
1881,Middle,PhD,Married,Very high,No,No,Yes
1882,Middle,PhD,Married,High,No,No,Yes
1883,Middle,PhD,Divorced,Very high,No,No,No
1884,Young,Master,Single,Very high,No,No,No
1885,Middle,PhD,Single,High,No,No,No
1886,Old,Graduation,Single,Very high,No,No,No
1887,Middle,PhD,Married,High,No,No,No
1888,Middle,PhD,Divorced,Very high,No,No,Yes
1889,Middle,Graduation,Together,Very high,No,No,No
1890,Young,Graduation,Married,High,No,No,No
1891,Young,PhD,Married,Very high,No,No,No
1892,Young,Master,Together,Very high,Yes,No,No
1893,Middle,Graduation,Married,High,No,No,No
1894,Middle,Graduation,Divorced,Very high,Yes,No,No
1895,Old,Graduation,Single,Very high,No,No,No
1896,Middle,Graduation,Divorced,High,No,No,No
1897,Old,Basic,Together,Medium,No,No,No
1898,Old,PhD,Single,Very high,No,No,No
1899,Old,PhD,Single,Very high,No,No,No
1900,Old,PhD,Together,Very high,No,No,No
1901,Middle,PhD,Married,High,No,No,No
1902,Young,Graduation,Single,Medium,No,No,No
1903,Middle,Master,Married,Very high,No,No,No
1904,Middle,Graduation,Divorced,High,No,No,No
1905,Old,Graduation,Married,High,No,No,No
1906,Middle,Graduation,Married,Very high,No,No,No
1907,Young,PhD,Married,Very high,No,No,No
1908,Old,Graduation,Together,High,No,No,No
1909,Middle,Graduation,Married,High,No,No,No
1910,Old,Master,Married,High,No,No,No
1911,Middle,2n Cycle,Together,Very high,No,No,No
1912,Middle,Graduation,Single,Very high,No,No,No
1913,Middle,Master,Together,Very high,No,No,No
1914,Old,Graduation,Married,Very high,Yes,No,Yes
1915,Middle,PhD,Widow,Very high,No,No,No
1916,Young,Graduation,Single,Very high,No,No,Yes
1917,Middle,Graduation,Married,Medium,No,No,No
1918,Middle,PhD,Single,High,No,No,No
1919,Old,Graduation,Single,Medium,No,No,No
1920,Middle,PhD,Together,High,No,No,No
1921,Middle,2n Cycle,Single,High,No,No,No
1922,Old,2n Cycle,Married,Very high,No,No,No
1923,Old,Graduation,Single,Very high,Yes,No,Yes
1924,Old,Master,Single,Very high,No,No,No
1925,Middle,Graduation,Single,Very high,No,Yes,No
1926,Middle,Master,Married,Medium,No,No,No
1927,Middle,PhD,Married,Very high,No,No,No
1928,Old,Graduation,Married,Very high,No,No,No
1929,Old,Graduation,Single,Very high,No,No,Yes
1930,Middle,Master,Married,Very high,No,No,No
1931,Old,PhD,Married,Very high,No,No,No
1932,Middle,PhD,Married,Very high,No,No,No
1933,Middle,Master,Married,Medium,No,No,No
1934,Old,Master,Married,High,No,No,No
1935,Middle,Graduation,Married,Very high,No,No,No
1936,Old,2n Cycle,Together,High,No,No,No
1937,Old,PhD,Single,Very high,No,No,Yes
1938,Old,PhD,Widow,Very high,No,No,Yes
1939,Middle,Master,Married,High,No,No,No
1940,Middle,Graduation,Married,High,No,No,No
1941,Old,PhD,Married,Very high,Yes,No,Yes
1942,Middle,Graduation,Together,High,No,No,No
1943,Middle,Graduation,Single,Medium,No,No,No
1944,Middle,Graduation,Married,Very high,No,No,No
1945,Old,Master,Married,High,No,No,No
1946,Middle,Graduation,Widow,Very high,No,No,No
1947,Middle,Graduation,Married,Very high,No,No,Yes
1948,Middle,Master,Married,Very high,No,No,No
1949,Old,Graduation,Single,High,No,No,No
1950,Old,Graduation,Together,High,No,No,No
1951,Middle,PhD,Single,Very high,No,No,No
1952,Old,Graduation,Married,Very high,No,No,No
1953,Middle,Graduation,Single,Very high,No,No,No
1954,Old,PhD,Together,Very high,No,No,Yes
1955,Old,PhD,Single,Very high,No,No,No
1956,Middle,PhD,Widow,Very high,No,No,No
1957,Old,Graduation,Together,High,No,No,No
1958,Young,Graduation,Single,High,No,No,No
1959,Old,Graduation,Single,Very high,No,No,Yes
1960,Old,PhD,Widow,Very high,No,No,No
1961,Old,Master,Married,Very high,No,No,No
1962,Middle,PhD,Widow,Very high,No,No,Yes
1963,Old,Graduation,Married,High,No,No,No
1964,Middle,Graduation,Single,High,No,No,Yes
1965,Old,Graduation,Divorced,High,No,No,No
1966,Middle,Graduation,Together,Very high,No,No,No
1967,Old,Graduation,Together,Very high,No,No,No
1968,Old,Graduation,Together,Very high,No,No,No
1969,Middle,Graduation,Widow,Very high,Yes,No,Yes
1970,Middle,Master,Together,Very high,No,No,No
1971,Middle,Graduation,Divorced,Very high,No,No,No
1972,Middle,Graduation,Single,High,No,No,No
1973,Middle,Graduation,Together,High,No,No,Yes
1974,Middle,Graduation,Married,High,No,No,No
1975,Middle,2n Cycle,Married,Very high,No,No,No
1976,Old,Graduation,Married,Low,No,No,No
1977,Middle,2n Cycle,Married,High,No,No,No
1978,Middle,PhD,Single,High,No,No,No
1979,Middle,Graduation,Married,High,No,No,Yes
1980,Middle,Master,Single,High,No,No,Yes
1981,Middle,Graduation,Married,Medium,No,No,No
1982,Old,PhD,Divorced,High,No,No,Yes
1983,Old,Graduation,Married,Very high,Yes,No,No
1984,Middle,Master,Married,Very high,No,No,No
1985,Old,Graduation,Single,Very high,No,No,No
1986,Middle,Graduation,Together,Medium,No,No,No
1987,Young,Graduation,Married,Very high,No,No,No
1988,Young,Graduation,Married,Very high,No,No,No
1989,Old,Graduation,Married,Medium,No,No,No
1990,Old,Graduation,Married,Very high,No,No,No
1991,Middle,PhD,Divorced,Very high,Yes,No,Yes
1992,Old,Master,Married,High,No,No,No
1993,Old,Master,Single,Very high,No,No,Yes
1994,Old,Graduation,Single,Very high,No,No,No
1995,Middle,Graduation,Together,Medium,No,No,No
1996,Middle,2n Cycle,Married,Very high,Yes,No,Yes
1997,Middle,Graduation,Married,Very high,Yes,No,Yes
1998,Middle,PhD,Together,Very high,No,No,No
1999,Middle,PhD,Married,High,No,No,No
2000,Middle,2n Cycle,Single,Very high,No,No,No
2001,Middle,Graduation,Single,Medium,No,No,No
2002,Middle,PhD,Divorced,High,No,No,No
2003,Middle,Graduation,Married,Medium,No,No,Yes
2004,Middle,Graduation,Single,High,No,No,No
2005,Middle,Master,Single,High,No,No,No
2006,Middle,Graduation,Married,High,No,No,No
2007,Old,Graduation,Married,Very high,No,No,No
2008,Old,Graduation,Divorced,High,No,No,No
2009,Middle,PhD,Divorced,Very high,No,No,No
2010,Old,PhD,Together,Very high,No,No,No
2011,Young,Graduation,Divorced,Very high,No,No,No
2012,Middle,Graduation,Single,High,No,No,No
2013,Middle,Graduation,Together,Very high,Yes,No,Yes
2014,Old,Basic,Married,High,No,No,No
2015,Middle,Graduation,Single,Very high,No,No,Yes
2016,Middle,2n Cycle,Married,High,No,No,No
2017,Middle,Graduation,Married,High,No,No,Yes
2018,Old,Graduation,Together,High,No,No,No
2019,Middle,Graduation,Divorced,Medium,No,Yes,No
2020,Middle,Graduation,Together,High,No,No,No
2021,Middle,Graduation,Together,High,No,No,No
2022,Old,Master,Married,High,No,No,No
2023,Old,Graduation,Married,High,No,No,No
2024,Old,Master,Married,Very high,No,No,No
2025,Middle,PhD,Married,Very high,No,No,No
2026,Old,Master,Married,High,No,No,No
2027,Old,Graduation,Together,High,No,No,No
2028,Old,Graduation,Divorced,Medium,No,No,No
2029,Young,Master,Together,High,No,No,Yes
2030,Old,2n Cycle,Together,Medium,No,No,No
2031,Old,PhD,Widow,Very high,No,No,Yes
2032,Middle,Graduation,Married,Very high,No,No,No
2033,Middle,Graduation,Married,Medium,No,No,No
2034,Middle,Graduation,Together,Very high,No,No,No
2035,Old,Graduation,Married,High,No,No,No
2036,Middle,Graduation,Together,Very high,No,No,No
2037,Old,Graduation,Married,Very high,No,No,No
2038,Middle,Graduation,Single,Very high,No,No,No
2039,Middle,Graduation,Married,High,No,No,No
2040,Young,Graduation,Together,Very high,No,No,No
2041,Middle,Graduation,Single,High,No,No,No
2042,Middle,Graduation,Single,Very high,No,No,No
2043,Middle,Graduation,Married,High,No,No,No
2044,Middle,Master,Married,High,No,No,No
2045,Middle,Graduation,Married,High,No,No,No
2046,Old,Graduation,Single,High,No,No,No
2047,Middle,Graduation,Married,Very high,No,No,No
2048,Middle,Graduation,Married,Very high,Yes,No,No
2049,Old,Graduation,Single,Very high,No,No,Yes
2050,Old,2n Cycle,Married,Very high,No,No,No
2051,Middle,Graduation,Married,High,No,No,No
2052,Old,Graduation,Single,Very high,Yes,No,No
2053,Old,Graduation,Widow,Very high,No,No,No
2054,Old,Master,Single,High,No,No,No
2055,Old,Graduation,Together,High,No,No,No
2056,Middle,Graduation,Single,Medium,No,No,No
2057,Middle,Graduation,Divorced,Very high,No,No,No
2058,Old,PhD,Divorced,Very high,No,No,No
2059,Middle,Graduation,Married,Very high,No,No,No
2060,Middle,Master,Together,Low,No,No,No
2061,Middle,Graduation,Together,High,No,No,No
2062,Middle,PhD,Single,Low,No,No,No
2063,Middle,PhD,Together,Very high,No,No,No
2064,Middle,Graduation,Together,High,No,No,No
2065,Old,Graduation,Married,Very high,No,No,No
2066,Old,Graduation,Widow,Very high,No,No,No
2067,Old,Graduation,Married,High,No,No,No
2068,Middle,PhD,Married,Very high,No,No,No
2069,Middle,Graduation,Married,High,No,No,No
2070,Old,Graduation,Together,High,No,No,No
2071,Old,Graduation,Together,Very high,No,No,No
2072,Middle,Graduation,Married,Very high,No,No,No
2073,Young,Graduation,Married,High,No,No,No
2074,Middle,PhD,Single,High,No,No,Yes
2075,Middle,Graduation,Married,Very high,No,No,No
2076,Middle,Graduation,Divorced,Very high,No,No,Yes
2077,Old,Master,Married,High,No,No,No
2078,Middle,Basic,Widow,Medium,No,No,No
2079,Old,Graduation,Married,Low,No,No,No
2080,Middle,Master,Together,Low,No,No,No
2081,Old,Graduation,Married,High,No,No,No
2082,Old,Graduation,Single,Low,No,No,No
2083,Young,Graduation,Married,Very high,No,No,No
2084,Old,Graduation,Married,Very high,No,No,No
2085,Middle,Master,Widow,Low,No,No,Yes
2086,Young,Graduation,Married,Very high,No,No,No
2087,Old,2n Cycle,Married,Very high,No,No,No
2088,Middle,Graduation,Married,Very high,No,No,No
2089,Middle,Graduation,Single,High,No,No,No
2090,Middle,Master,Married,High,No,No,No
2091,Middle,Master,Divorced,Very high,No,No,Yes
2092,Middle,Basic,Together,Medium,No,No,No
2093,Young,Graduation,Together,Very high,No,No,No
2094,Old,Graduation,Married,Very high,Yes,No,Yes
2095,Old,Master,Together,High,No,No,Yes
2096,Middle,PhD,Married,High,No,No,No
2097,Old,Graduation,Together,Very high,No,No,No
2098,Middle,Graduation,Single,Very high,No,No,No
2099,Middle,Master,Married,Very high,No,No,Yes
2100,Middle,Graduation,Married,Very high,No,No,No
2101,Old,Master,Married,Very high,No,No,No
2102,Middle,PhD,Together,Very high,No,No,No
2103,Middle,2n Cycle,Married,Medium,No,No,Yes
2104,Middle,PhD,Married,Very high,No,No,No
2105,Young,Basic,Married,Medium,No,No,No
2106,Old,Basic,Married,Medium,No,No,No
2107,Middle,Master,Married,Very high,No,No,No
2108,Old,Graduation,Divorced,Very high,No,No,Yes
2109,Old,Master,Married,High,No,No,No
2110,Old,Graduation,Single,Very high,No,No,Yes
2111,Middle,Graduation,Widow,Very high,No,No,No
2112,Old,PhD,Together,High,No,No,No
2113,Middle,Graduation,Together,High,No,No,No
2114,Old,Master,Together,High,No,No,No
2115,Middle,Master,Married,High,No,No,No
2116,Middle,Master,Together,Very high,No,No,No
2117,Old,2n Cycle,Married,High,No,No,No
2118,Old,PhD,Together,Very high,No,No,No
2119,Middle,Master,Single,Very high,No,No,No
2120,Middle,Graduation,Divorced,High,No,No,No
2121,Middle,Master,Together,High,No,No,No
2122,Middle,2n Cycle,Together,High,No,No,No
2123,Old,Graduation,Married,High,No,No,No
2124,Old,2n Cycle,Married,Very high,No,No,No
2125,Middle,Graduation,Together,Very high,No,No,No
2126,Middle,Graduation,Together,Very high,No,No,No
2127,Young,Graduation,Married,Very high,No,No,No
2128,Old,PhD,Married,Very high,No,No,Yes
2129,Middle,PhD,Together,Very high,No,No,Yes
2130,Middle,Graduation,Together,High,No,No,No
2131,Middle,Graduation,Divorced,High,No,No,No
2132,Old,Master,Single,Very high,Yes,No,Yes
2133,Middle,PhD,Married,Very high,No,No,No
2134,Old,Basic,Married,Medium,No,No,No
2135,Old,Master,Married,Very high,No,No,No
2136,Middle,Graduation,Married,Very high,No,No,No
2137,Middle,Graduation,Widow,High,No,No,No
2138,Old,Graduation,Single,Medium,No,No,No
2139,Middle,Master,Divorced,Very high,No,No,No
2140,Middle,Master,Divorced,High,No,No,Yes
2141,Middle,Graduation,Divorced,Medium,No,No,No
2142,Middle,Graduation,Married,High,No,No,No
2143,Old,Graduation,Divorced,High,No,No,No
2144,Middle,Graduation,Married,Medium,No,No,No
2145,Old,Graduation,Single,Very high,No,No,No
2146,Middle,Graduation,Single,Very high,No,No,Yes
2147,Old,PhD,Together,High,No,No,No
2148,Middle,Master,Together,High,No,No,No
2149,Old,PhD,Together,Very high,No,No,No
2150,Old,PhD,Married,High,No,No,No
2151,Middle,Master,Married,High,No,No,No
2152,Middle,Graduation,Married,Very high,Yes,No,No
2153,Middle,Graduation,Married,Medium,No,No,No
2154,Middle,Graduation,Widow,High,No,No,No
2155,Middle,Master,Together,High,No,No,No
2156,Old,2n Cycle,Married,High,No,No,No
2157,Middle,2n Cycle,Divorced,High,No,No,No
2158,Old,Master,Together,High,No,No,No
2159,Old,PhD,Married,Very high,No,No,No
2160,Old,Graduation,Single,Very high,No,No,No
2161,Middle,PhD,Married,Very high,No,No,Yes
2162,Old,Graduation,Together,Very high,No,No,No
2163,Old,Graduation,Together,High,No,No,No
2164,Young,2n Cycle,Widow,Very high,Yes,No,No
2165,Middle,Basic,Single,Medium,No,No,No
2166,Old,PhD,Single,High,No,No,No
2167,Young,Graduation,Divorced,Very high,No,No,No
2168,Middle,Master,Single,Very high,Yes,No,Yes
2169,Middle,Graduation,Married,Very high,Yes,No,No
2170,Old,Graduation,Single,High,No,No,No
2171,Middle,Graduation,Single,Very high,No,No,No
2172,Middle,2n Cycle,Divorced,Very high,No,No,Yes
2173,Old,Graduation,Together,Very high,No,No,No
2174,Old,Graduation,Married,Very high,No,No,No
2175,Middle,Graduation,Married,Very high,Yes,No,No
2176,Middle,PhD,Married,Very high,Yes,No,Yes
2177,Middle,Master,Divorced,Very high,No,No,No
2178,Middle,PhD,Medium,High,No,No,No
2179,Old,Graduation,Married,Very high,No,No,No
2180,Middle,Graduation,Together,High,No,No,No
2181,Middle,Graduation,Married,High,No,No,No
2182,Old,PhD,Married,High,No,No,No
2183,Middle,Graduation,Married,High,No,No,No
2184,Old,Basic,Single,High,No,No,No
2185,Old,2n Cycle,Married,Very high,No,No,No
2186,Middle,Graduation,Married,Very high,No,No,No
2187,Old,Master,Married,Very high,No,No,No
2188,Old,PhD,Married,Very high,No,No,No
2189,Middle,Master,Together,Very high,No,No,No
2190,Middle,Basic,Married,High,No,No,No
2191,Middle,Master,Single,Very high,No,No,Yes
2192,Old,Graduation,Divorced,High,No,No,No
2193,Old,Graduation,Married,High,No,No,No
2194,Old,2n Cycle,Married,Very high,Yes,No,Yes
2195,Old,Graduation,Married,Very high,No,No,Yes
2196,Middle,Master,Single,Medium,No,No,No
2197,Middle,Graduation,Single,High,No,No,No
2198,Old,Graduation,Together,Very high,No,No,No
2199,Middle,Graduation,Married,Very high,No,No,Yes
2200,Young,Graduation,Married,High,No,No,No
2201,Middle,Basic,Single,Medium,No,No,No
2202,Middle,Graduation,Single,Very high,No,No,No
2203,Middle,PhD,Together,High,No,No,Yes
2204,Young,Graduation,Married,Very high,No,No,No
2205,Middle,Graduation,Married,Medium,No,No,No
2206,Middle,Graduation,Single,High,No,No,No
2207,Old,Graduation,Married,Very high,No,No,No
2208,Old,Graduation,Together,High,No,No,No
2209,Old,Basic,Together,Medium,No,No,No
2210,Old,Graduation,Divorced,High,No,No,No
2211,Middle,2n Cycle,Divorced,High,No,No,No
2212,Old,Graduation,Together,Very high,No,No,No
2213,Young,Master,Divorced,High,No,No,No
2214,Middle,2n Cycle,Single,Very high,No,No,No
2215,Old,Graduation,Married,Medium,No,No,No
2216,Middle,Graduation,Together,High,No,No,No
2217,Old,Graduation,Together,High,No,No,No
2218,Middle,PhD,Widow,Very high,No,No,No
2219,Young,Graduation,Together,Medium,No,No,No
2220,Middle,Master,Together,High,No,No,No
2221,Middle,Graduation,Married,Very high,No,No,No
2222,Middle,Master,Single,Very high,No,No,Yes
2223,Old,2n Cycle,Together,Medium,No,No,No
2224,Middle,Master,Married,High,No,No,No
2225,Middle,PhD,Single,Very high,No,No,No
2226,Middle,Graduation,Together,Very high,No,No,No
2227,Old,Graduation,Married,Very high,No,No,No
2228,Middle,Graduation,Single,Very high,No,No,No
2229,Middle,2n Cycle,Together,Low,No,No,No
2230,Middle,Graduation,Married,Medium,No,No,No
2231,Middle,Graduation,Single,Medium,No,No,No
2232,Young,Master,Single,High,No,No,No
2233,Middle,Graduation,Single,High,No,No,No
2234,Middle,Graduation,Together,Very high,No,No,No
2235,Middle,Graduation,Married,High,No,No,No
2236,Old,Graduation,Married,Very high,No,No,No
2237,Middle,PhD,Together,Very high,Yes,No,No
2238,Old,Graduation,Divorced,Very high,No,No,No
2239,Old,Master,Together,Very high,No,No,No
2240,Old,PhD,Married,Very high,No,No,Yes
